CLAVE EDO,Clave del Actor,No ID ATRI,Edad,Superficie,InAI,Rendimiento,Autoconsumo,Clientes,nRadiality,Capitales Num,Capitales
GRO,GROER2566,4517,94,4,0.272727273,3.5,100,1,0.05,2,Enlace
GRO,GROER2567,4518,85,2,0.272727273,7,100,1,0.05,6,Enlace e interface
GRO,GROER2568,4519,72,4.3,0.363636364,2.5,100,1,0.05,2,Enlace
GRO,GROER2569,4520,52,4,0.318181818,7,100,1,0.037,6,Enlace e interface
GRO,GROER257,4521,69,3,0.136363636,7,100,1,0.037,5,Apego e interface
GRO,GROER2570,4522,80,3,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER2573,4523,42,5,0.363636364,3,100,1,0.05,2,Enlace
GRO,GROER2575,4524,72,2.7,0.318181818,3,100,1,0.062,2,Enlace
GRO,GROER2578,4525,84,1.7,0.181818182,6,100,1,0.062,6,Enlace e interface
GRO,GROER2580,4526,61,3,0.181818182,5,100,1,0.05,6,Enlace e interface
GRO,GROER2581,4527,59,1.5,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2582,4528,69,2,0.181818182,5,100,1,0.062,6,Enlace e interface
GRO,GROER2583,4529,79,1.5,0.227272727,6,100,1,0.062,6,Enlace e interface
GRO,GROER2588,4530,78,2,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2593,4531,72,2.94,0.227272727,4.3,100,2,0.05,4,Apego y enlace
GRO,GROER2594,4532,38,1.8,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER2595,4533,69,3.5,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2596,4534,73,1.5,0.227272727,5,100,2,0.025,4,Apego y enlace
GRO,GROER260,4535,78,4,0.136363636,3,80,2,0.025,5,Apego e interface
GRO,GROER2600,4536,63,3,0.227272727,4.6,100,1,0.05,7,"Apego, enlace e interface"
GRO,GROER2602,4537,69,1.2,0.181818182,5,100,1,0.025,4,Apego y enlace
GRO,GROER2603,4538,76,4,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2605,4539,76,4,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER2606,4540,57,3,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2607,4541,62,4,0.318181818,3,100,2,0.05,2,Enlace
GRO,GROER2608,4542,73,3.3,0.318181818,3,100,1,0.062,2,Enlace
GRO,GROER261,4543,51,5,0.045454545,4,100,1,0.012,3,Interface
GRO,GROER2610,4544,57,1,0.181818182,2,100,0,0.037,4,Apego y enlace
GRO,GROER2612,4545,63,4,0.227272727,4,100,1,0.062,4,Apego y enlace
GRO,GROER2613,4546,72,1,0.363636364,3,100,1,0.05,2,Enlace
GRO,GROER2614,4547,65,4.8,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2616,4548,65,1.3,0.409090909,7,1,1,0.05,4,Apego y enlace
GRO,GROER2617,4549,79,4.5,0.318181818,3.5,100,1,0.05,2,Enlace
GRO,GROER2618,4550,65,5,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2619,4551,80,5,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2620,4552,44,1.5,0.272727273,5,10,2,0.062,7,"Apego, enlace e interface"
GRO,GROER2623,4553,45,3,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER2630,4554,63,5,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER2631,4555,66,5,0.363636364,3,100,1,0.05,2,Enlace
GRO,GROER2632,4556,48,5,0.181818182,6.5,30,3,0.037,6,Enlace e interface
GRO,GROER2634,4557,56,3,0.227272727,5,100,1,0.05,2,Enlace
GRO,GROER2636,4558,46,1.5,0.045454545,2,100,2,0.012,2,Enlace
GRO,GROER2637,4559,67,3,0.045454545,5,100,1,0.012,2,Enlace
GRO,GROER2638,4560,61,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2639,4561,80,2,0.045454545,4,100,1,0.012,2,Enlace
GRO,GROER264,4562,81,5,0.090909091,3,100,1,0.012,2,Enlace
GRO,GROER2641,4563,72,1,0.045454545,1.5,100,1,0.012,2,Enlace
GRO,GROER2642,4564,68,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2643,4565,50,2,0.045454545,3.5,100,1,0.012,2,Enlace
GRO,GROER2644,4566,62,4,0,4.5,100,2,0,0,Ausente
GRO,GROER2645,4567,65,2.5,0.045454545,4,100,1,0.012,2,Enlace
GRO,GROER2646,4568,68,4,0.045454545,5.5,100,1,0.012,2,Enlace
GRO,GROER2647,4569,77,4.5,0.045454545,5,100,1,0.012,2,Enlace
GRO,GROER2648,4570,71,1,0.045454545,1.5,100,1,0.012,2,Enlace
GRO,GROER2649,4571,68,4,0.136363636,5,100,1,0.025,2,Enlace
GRO,GROER2650,4572,69,3,0.045454545,4.5,100,1,0.012,2,Enlace
GRO,GROER2651,4573,57,3,0.045454545,4.5,100,1,0.012,2,Enlace
GRO,GROER2652,4574,57,1,0.045454545,1.5,100,1,0.012,2,Enlace
GRO,GROER2653,4575,71,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2654,4576,80,1,0.045454545,1.5,100,1,0.012,2,Enlace
GRO,GROER2655,4577,85,3,0.045454545,8,50,2,0.012,2,Enlace
GRO,GROER2656,4578,47,1.3,0.227272727,5.1,10,2,0.05,7,"Apego, enlace e interface"
GRO,GROER2657,4579,60,3,0.045454545,3.5,100,1,0.012,2,Enlace
GRO,GROER2658,4580,41,1.3,0.318181818,5.8,100,2,0.05,4,Apego y enlace
GRO,GROER2659,4581,51,2,0.045454545,3,100,1,0.012,2,Enlace
GRO,GROER2661,4582,58,2,0.045454545,2.5,100,2,0.012,2,Enlace
GRO,GROER2662,4583,88,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2665,4584,93,2.5,0.045454545,3.5,100,1,0.012,2,Enlace
GRO,GROER2666,4585,58,3.5,0.045454545,4,100,1,0.012,2,Enlace
GRO,GROER2667,4586,75,3,0.045454545,4.5,100,1,0.012,2,Enlace
GRO,GROER2668,4587,49,2,0.045454545,3,100,1,0.012,2,Enlace
GRO,GROER2669,4588,64,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER267,4589,85,1,0.090909091,4,100,1,0.025,4,Apego y enlace
GRO,GROER2670,4590,63,4,0.045454545,8,100,1,0.012,2,Enlace
GRO,GROER2671,4591,75,3,0.045454545,4.5,100,1,0.012,2,Enlace
GRO,GROER2672,4592,25,2,0.045454545,3,100,1,0.012,2,Enlace
GRO,GROER2673,4593,46,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2674,4594,73,4,0.045454545,5,100,1,0.012,2,Enlace
GRO,GROER2675,4595,56,2,0.045454545,5,100,1,0.012,2,Enlace
GRO,GROER2676,4596,73,1,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2677,4597,85,4,0.045454545,4.5,100,1,0.012,2,Enlace
GRO,GROER2678,4598,69,3,0.045454545,3.5,100,1,0.012,2,Enlace
GRO,GROER2679,4599,61,1.5,0.045454545,2,100,2,0.012,2,Enlace
GRO,GROER2680,4600,57,3,0.045454545,7,50,2,0.012,2,Enlace
GRO,GROER2681,4601,54,1,0.045454545,1.5,100,1,0.012,2,Enlace
GRO,GROER2685,4602,62,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2686,4603,71,3,0.045454545,4.5,100,1,0.012,2,Enlace
GRO,GROER2687,4604,63,3,0.045454545,5,100,1,0.012,2,Enlace
GRO,GROER2688,4605,56,5,0.136363636,6,100,1,0.025,2,Enlace
GRO,GROER2689,4606,62,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2690,4607,75,1,0.045454545,1.5,100,1,0.012,2,Enlace
GRO,GROER2691,4608,54,4,0.136363636,5.5,100,1,0.025,2,Enlace
GRO,GROER2693,4609,87,3,0.045454545,3.5,100,1,0.012,2,Enlace
GRO,GROER2694,4610,73,4,0.045454545,6,100,1,0.012,2,Enlace
GRO,GROER2695,4611,71,2,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2696,4612,59,5,0.045454545,7.5,100,1,0.012,2,Enlace
GRO,GROER2698,4613,75,1,0.045454545,1.5,100,1,0.012,2,Enlace
GRO,GROER2699,4614,47,3.5,0.045454545,4.5,100,1,0.012,2,Enlace
GRO,GROER2706,4615,44,0.5,0.090909091,0.2,100,1,0.025,6,Enlace e interface
GRO,GROER2707,4616,59,1,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER271,4617,59,5,0.045454545,3,80,2,0.012,2,Enlace
GRO,GROER2710,4618,56,2,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2711,4619,62,0.5,0.090909091,0.2,100,1,0.025,6,Enlace e interface
GRO,GROER2713,4620,66,2,0,0.5,100,1,0,0,Ausente
GRO,GROER2716,4621,73,1.5,0.090909091,0.6,100,1,0.025,6,Enlace e interface
GRO,GROER2720,4622,71,2,0.090909091,1,80,2,0.025,6,Enlace e interface
GRO,GROER2721,4623,77,1.5,0.090909091,0.6,100,1,0.025,6,Enlace e interface
GRO,GROER2723,4624,31,1,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2725,4625,48,0.5,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2729,4626,85,1.5,0.090909091,0.6,100,1,0.025,6,Enlace e interface
GRO,GROER2730,4627,62,0.5,0.090909091,0.2,100,1,0.025,6,Enlace e interface
GRO,GROER2731,4628,89,2,0.045454545,0.5,100,1,0.012,3,Interface
GRO,GROER2732,4629,54,1,0.136363636,0.5,100,2,0.037,6,Enlace e interface
GRO,GROER2733,4630,77,0.5,0.090909091,0.2,100,1,0.025,6,Enlace e interface
GRO,GROER2734,4631,63,1,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2735,4632,74,1.5,0.090909091,0.6,100,1,0.025,6,Enlace e interface
GRO,GROER2736,4633,80,3,0.090909091,0.8,0,2,0.025,6,Enlace e interface
GRO,GROER2737,4634,77,1,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2740,4635,66,1,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2743,4636,54,2,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2744,4637,65,2,0.090909091,0.75,100,1,0.025,6,Enlace e interface
GRO,GROER2745,4638,39,1,0.090909091,0.6,100,1,0.025,6,Enlace e interface
GRO,GROER2746,4639,65,2,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER2747,4640,63,1.5,0.045454545,0.6,100,1,0.012,3,Interface
GRO,GROER2748,4641,64,1.9,0.090909091,0.8,100,1,0.025,6,Enlace e interface
GRO,GROER2749,4642,76,2,0.090909091,0.5,100,1,0.025,6,Enlace e interface
GRO,GROER275,4643,66,4,0.136363636,4,100,1,0.037,7,"Apego, enlace e interface"
GRO,GROER2751,4644,75,2.5,0.090909091,3,50,3,0.037,2,Enlace
GRO,GROER2758,4645,62,2,0.136363636,1,100,1,0.037,2,Enlace
GRO,GROER276,4646,84,4,0.136363636,3,80,2,0.037,4,Apego y enlace
GRO,GROER2760,4647,54,1,0.090909091,1.5,100,1,0.05,1,Apego
GRO,GROER2761,4648,64,1,0.136363636,1.5,100,1,0.037,4,Apego y enlace
GRO,GROER2762,4649,57,2.5,0.181818182,1,60,1,0.05,2,Enlace
GRO,GROER2763,4650,57,1,0.136363636,1,100,1,0.05,2,Enlace
GRO,GROER2764,4651,83,2,0.136363636,2.5,100,1,0.025,2,Enlace
GRO,GROER2766,4652,69,0.75,0.136363636,1,100,1,0.05,2,Enlace
GRO,GROER2767,4653,60,1,0.090909091,1,100,1,0.012,2,Enlace
GRO,GROER2768,4654,76,2,0.136363636,1,100,1,0.025,2,Enlace
GRO,GROER2780,4655,67,1,0.227272727,2,100,1,0.062,4,Apego y enlace
GRO,GROER2782,4656,66,1,0.136363636,3,100,1,0.05,2,Enlace
GRO,GROER279,4657,61,1,0.090909091,3,100,1,0.025,2,Enlace
GRO,GROER2791,4658,62,2,0.227272727,4,0,2,0.062,4,Apego y enlace
GRO,GROER2793,4659,84,1.5,0.272727273,1,100,2,0.062,4,Apego y enlace
GRO,GROER2794,4660,87,1,0.227272727,1,100,2,0.075,4,Apego y enlace
GRO,GROER2795,4661,81,2,0.181818182,5.5,10,2,0.025,4,Apego y enlace
GRO,GROER2796,4662,81,1,0.181818182,4.5,15,2,0.05,4,Apego y enlace
GRO,GROER2797,4663,68,1,0.181818182,3,10,2,0.05,4,Apego y enlace
GRO,GROER2798,4664,71,1,0.227272727,4,20,2,0.037,4,Apego y enlace
GRO,GROER2799,4665,89,1.5,0.090909091,5,10,2,0.012,1,Apego
GRO,GROER2800,4666,87,2,0.136363636,5,20,2,0.05,4,Apego y enlace
GRO,GROER2802,4667,73,1,0.181818182,5,20,2,0.05,4,Apego y enlace
GRO,GROER2804,4668,59,1.5,0.227272727,4,10,2,0.075,7,"Apego, enlace e interface"
GRO,GROER2812,4669,68,1.5,0.227272727,3,100,1,0.075,6,Enlace e interface
GRO,GROER2813,4670,61,2,0.181818182,3,100,1,0.037,7,"Apego, enlace e interface"
GRO,GROER2815,4671,64,0.7,0.136363636,2,100,1,0.025,2,Enlace
GRO,GROER2816,4672,72,3,0.227272727,7,0,2,0.062,4,Apego y enlace
GRO,GROER2818,4673,39,0.6,0.136363636,4,10,2,0.025,2,Enlace
GRO,GROER2821,4674,50,2,0.227272727,3,20,2,0.05,7,"Apego, enlace e interface"
GRO,GROER2823,4675,72,2,0.136363636,3,20,2,0.05,2,Enlace
GRO,GROER2824,4676,77,2,0.136363636,3,100,1,0.025,4,Apego y enlace
GRO,GROER2826,4677,68,2,0.181818182,3.5,30,2,0.037,4,Apego y enlace
GRO,GROER2827,4678,76,2,0.090909091,1.5,100,1,0.012,2,Enlace
GRO,GROER2829,4679,26,1.5,0.181818182,3,100,1,0.037,7,"Apego, enlace e interface"
GRO,GROER283,4680,89,4,0.045454545,4,100,1,0.012,2,Enlace
GRO,GROER2830,4681,53,3,0.227272727,3.2,60,2,0.05,4,Apego y enlace
GRO,GROER2831,4682,62,3,0.227272727,4,100,2,0.05,6,Enlace e interface
GRO,GROER2832,4683,52,2,0.090909091,3,100,1,0.012,2,Enlace
GRO,GROER2833,4684,70,1,0.272727273,2.5,100,2,0.075,4,Apego y enlace
GRO,GROER2834,4685,78,2,0.090909091,2,100,1,0.012,2,Enlace
GRO,GROER2835,4686,50,2,0.136363636,3.5,100,1,0.025,4,Apego y enlace
GRO,GROER2837,4687,83,1,0.318181818,6,50,1,0.062,7,"Apego, enlace e interface"
GRO,GROER2838,4688,32,1,0.227272727,4,10,2,0.05,7,"Apego, enlace e interface"
GRO,GROER2840,4689,32,2,0.181818182,5.4,5,2,0.05,7,"Apego, enlace e interface"
GRO,GROER2841,4690,68,2,0.318181818,4,50,2,0.062,4,Apego y enlace
GRO,GROER2843,4691,77,3,0.363636364,5,35,2,0.1,7,"Apego, enlace e interface"
GRO,GROER2845,4692,66,0.5,0.090909091,2,100,1,0.025,4,Apego y enlace
GRO,GROER2847,4693,40,1,0.181818182,5,0,2,0.037,6,Enlace e interface
GRO,GROER2848,4694,87,2,0.318181818,4,50,2,0.075,7,"Apego, enlace e interface"
GRO,GROER285,4695,90,4,0.090909091,3,100,2,0.012,3,Interface
GRO,GROER2852,4696,81,2.5,0.227272727,4,60,2,0.037,4,Apego y enlace
GRO,GROER2853,4697,62,0.5,0.227272727,1,100,1,0.037,2,Enlace
GRO,GROER2854,4698,73,2,0.272727273,3,40,2,0.087,7,"Apego, enlace e interface"
GRO,GROER2855,4699,47,1,0.272727273,5,20,2,0.062,7,"Apego, enlace e interface"
GRO,GROER2856,4700,77,1,0.318181818,4,100,2,0.1,7,"Apego, enlace e interface"
GRO,GROER2859,4701,92,0.6,0.090909091,0.7,100,1,0.012,2,Enlace
GRO,GROER286,4702,87,3,0.045454545,2.5,100,1,0.012,2,Enlace
GRO,GROER2860,4703,84,0.5,0.136363636,1.7,60,2,0.025,4,Apego y enlace
GRO,GROER2861,4704,73,1.2,0.227272727,4.7,10,2,0.05,2,Enlace
GRO,GROER2862,4705,58,2,0.181818182,4,100,2,0.062,4,Apego y enlace
GRO,GROER2863,4706,41,2,0.136363636,4,50,2,0.05,1,Apego
GRO,GROER2864,4707,69,1,0.181818182,3.5,100,2,0.037,2,Enlace
GRO,GROER2865,4708,72,2.5,0.318181818,4,50,2,0.1,4,Apego y enlace
GRO,GROER2866,4709,86,4,0.136363636,2.5,100,2,0.037,6,Enlace e interface
GRO,GROER2868,4710,77,1.5,0.136363636,3,100,2,0.037,2,Enlace
GRO,GROER2869,4711,52,2.5,0.090909091,4,100,1,0.037,2,Enlace
GRO,GROER2871,4712,61,3,0.181818182,3.5,30,2,0.037,6,Enlace e interface
GRO,GROER2872,4713,83,4,0.272727273,2,100,2,0.062,7,"Apego, enlace e interface"
GRO,GROER2876,4714,76,3,0.181818182,3,100,2,0.062,6,Enlace e interface
GRO,GROER2877,4715,60,3,0.136363636,4.5,100,2,0.037,6,Enlace e interface
GRO,GROER2879,4716,76,2.5,0.181818182,3.5,50,2,0.05,6,Enlace e interface
GRO,GROER2880,4717,85,2,0.090909091,4,50,2,0.025,2,Enlace
GRO,GROER2884,4718,50,3,0.181818182,3.5,30,2,0.037,2,Enlace
GRO,GROER289,4719,49,4,0.090909091,4,100,1,0.037,4,Apego y enlace
GRO,GROER2890,4720,76,2.5,0.318181818,4.5,40,2,0.1,7,"Apego, enlace e interface"
GRO,GROER2893,4721,78,2.5,0.227272727,4,50,1,0.075,4,Apego y enlace
GRO,GROER2895,4722,57,2,0.272727273,5.5,82,3,0.037,6,Enlace e interface
GRO,GROER2897,4723,80,3,0.136363636,5.5,88,2,0.012,2,Enlace
GRO,GROER2898,4724,66,3,0.227272727,6.5,20,3,0.037,6,Enlace e interface
GRO,GROER2899,4725,81,2,0.272727273,4,50,2,0.1,4,Apego y enlace
GRO,GROER2903,4726,65,3,0.272727273,4,50,2,0.087,4,Apego y enlace
GRO,GROER2905,4727,66,1.5,0.272727273,4,100,2,0.087,4,Apego y enlace
GRO,GROER2907,4728,64,4,0.227272727,6,50,3,0.025,2,Enlace
GRO,GROER2909,4729,71,3,0.227272727,6.2,94,2,0.025,6,Enlace e interface
GRO,GROER291,4730,45,4,0.045454545,4,100,1,0.025,2,Enlace
GRO,GROER2911,4731,69,2,0.227272727,6,91,2,0.025,2,Enlace
GRO,GROER2912,4732,84,1,0.272727273,4,50,1,0.075,4,Apego y enlace
GRO,GROER2914,4733,49,3,0.272727273,3.5,30,2,0.05,7,"Apego, enlace e interface"
GRO,GROER2916,4734,60,1.6,0.181818182,4,40,2,0.037,7,"Apego, enlace e interface"
GRO,GROER2918,4735,73,1.5,0.227272727,4,50,2,0.037,4,Apego y enlace
GRO,GROER2923,4736,62,2.7,0.272727273,4,50,2,0.05,7,"Apego, enlace e interface"
GRO,GROER293,4737,81,3.5,0,4,90,1,0,0,Ausente
GRO,GROER2934,4738,50,1.3,0.227272727,3.5,50,2,0.062,7,"Apego, enlace e interface"
GRO,GROER2937,4739,71,2.6,0.181818182,3,30,2,0.037,6,Enlace e interface
GRO,GROER294,4740,83,1,0.045454545,3,100,1,0.012,2,Enlace
GRO,GROER2941,4741,70,1.42,0.409090909,6.5,0,2,0.05,7,"Apego, enlace e interface"
GRO,GROER2948,4742,68,3,0.272727273,5.2,50,2,0.025,6,Enlace e interface
GRO,GROER2949,4743,61,2.5,0.272727273,6.7,50,2,0.037,6,Enlace e interface
GRO,GROER2953,4744,61,4,0.272727273,3.6,30,3,0.025,6,Enlace e interface
GRO,GROER2954,4745,75,1.5,0.272727273,1,100,1,0.037,6,Enlace e interface
GRO,GROER2956,4746,61,4,0.272727273,3.5,60,2,0.037,6,Enlace e interface
GRO,GROER2957,4747,52,2.5,0.272727273,5,50,3,0.037,6,Enlace e interface
GRO,GROER2958,4748,80,2.5,0.272727273,4,50,2,0.037,6,Enlace e interface
GRO,GROER296,4749,69,1.7,0.090909091,4,100,1,0.012,2,Enlace
GRO,GROER2963,4750,80,1,0.272727273,3.5,40,2,0.037,6,Enlace e interface
GRO,GROER2964,4751,62,2,0.136363636,3.5,35,2,0.037,6,Enlace e interface
GRO,GROER2966,4752,82,1,0.090909091,0.5,100,2,0.012,3,Interface
GRO,GROER297,4753,77,3,0.045454545,4,80,1,0.012,2,Enlace
GRO,GROER2970,4754,70,2,0.227272727,6,30,2,0.05,6,Enlace e interface
GRO,GROER2974,4755,48,3,0.318181818,3.5,50,2,0.037,6,Enlace e interface
GRO,GROER2975,4756,76,3,0.136363636,6,30,2,0.037,6,Enlace e interface
GRO,GROER2979,4757,67,2.42,0.136363636,5,30,3,0.037,6,Enlace e interface
GRO,GROER2980,4758,65,2,0.272727273,6,60,2,0.05,6,Enlace e interface
GRO,GROER2981,4759,62,1,0.227272727,6,40,2,0.05,6,Enlace e interface
GRO,GROER2984,4760,56,3,0.136363636,6,30,2,0.037,6,Enlace e interface
GRO,GROER2985,4761,30,1.89,0.136363636,6,30,2,0.025,6,Enlace e interface
GRO,GROER2986,4762,62,1,0.272727273,5.2,40,3,0.037,7,"Apego, enlace e interface"
GRO,GROER2987,4763,80,2.5,0.181818182,4.5,100,3,0.037,6,Enlace e interface
GRO,GROER2989,4764,75,2,0.272727273,3.5,40,2,0.037,6,Enlace e interface
GRO,GROER2990,4765,66,2.56,0.136363636,3,30,2,0.037,6,Enlace e interface
GRO,GROER2992,4766,60,1,0.272727273,4,50,3,0.037,6,Enlace e interface
GRO,GROER2994,4767,75,2.63,0.136363636,4,30,2,0.037,6,Enlace e interface
GRO,GROER2995,4768,71,2,0.318181818,4.5,100,1,0.037,7,"Apego, enlace e interface"
GRO,GROER2996,4769,63,3.82,0.136363636,5,20,2,0.037,6,Enlace e interface
GRO,GROER2997,4770,57,3,0.136363636,5,20,2,0.037,6,Enlace e interface
GRO,GROER2999,4771,62,1,0.272727273,3,100,2,0.025,6,Enlace e interface
GRO,GROER3001,4772,63,3,0.272727273,3,20,3,0.037,7,"Apego, enlace e interface"
GRO,GROER3002,4773,32,3,0.136363636,5,30,2,0.037,6,Enlace e interface
GRO,GROER3006,4774,70,4,0.090909091,5,100,1,0.025,6,Enlace e interface
GRO,GROER3008,4775,61,1.5,0.181818182,4.6,50,3,0.037,6,Enlace e interface
GRO,GROER3010,4776,46,2.5,0.181818182,5,20,2,0.037,6,Enlace e interface
GRO,GROER3013,4777,67,3.67,0.090909091,4,100,1,0.025,6,Enlace e interface
GRO,GROER3028,4778,68,2.7,0.136363636,6,30,3,0.025,6,Enlace e interface
GRO,GROER3029,4779,83,4.3,0.227272727,6,30,2,0.037,6,Enlace e interface
GRO,GROER303,4780,79,3,0.136363636,2,80,2,0.037,5,Apego e interface
GRO,GROER3032,4781,64,3.6,0.227272727,5,20,3,0.037,6,Enlace e interface
GRO,GROER3033,4782,75,4,0.136363636,8,30,2,0.025,6,Enlace e interface
GRO,GROER3034,4783,59,3,0.136363636,6,30,2,0.025,6,Enlace e interface
GRO,GROER3035,4784,64,3,0.136363636,5,30,2,0.025,6,Enlace e interface
GRO,GROER304,4785,68,4,0.136363636,3,70,2,0.05,4,Apego y enlace
GRO,GROER305,4786,66,3.5,0.136363636,2.5,70,2,0.037,5,Apego e interface
GRO,GROER308,4787,57,1,0.136363636,0.5,70,1,0.037,5,Apego e interface
GRO,GROER3082,4788,68,1.5,0.227272727,4,0,2,0.062,4,Apego y enlace
GRO,GROER3083,4789,82,3,0.227272727,6.5,30,2,0.05,4,Apego y enlace
GRO,GROER3095,4790,64,1,0.181818182,6,10,2,0.062,4,Apego y enlace
GRO,GROER3096,4791,63,1,0.227272727,3,20,2,0.062,4,Apego y enlace
GRO,GROER3097,4792,76,2,0.136363636,5,20,2,0.05,4,Apego y enlace
GRO,GROER3100,4793,54,1,0.227272727,4,0,2,0.05,4,Apego y enlace
GRO,GROER3101,4794,58,0.5,0.136363636,3,0,2,0.025,4,Apego y enlace
GRO,GROER3103,4795,67,1,0.227272727,5.5,15,2,0.037,4,Apego y enlace
GRO,GROER3107,4796,63,1,0.227272727,5,10,2,0.062,4,Apego y enlace
GRO,GROER311,4797,43,3,0.136363636,2,80,2,0.05,4,Apego y enlace
GRO,GROER3111,4798,51,1,0.181818182,6,10,2,0.05,4,Apego y enlace
GRO,GROER3112,4799,70,1,0.181818182,6,10,2,0.05,4,Apego y enlace
GRO,GROER3114,4800,66,2.5,0.227272727,1,100,1,0.05,4,Apego y enlace
GRO,GROER3117,4801,91,3,0.136363636,5,0,2,0.05,4,Apego y enlace
GRO,GROER3119,4802,73,2,0.227272727,4,10,2,0.05,4,Apego y enlace
GRO,GROER312,4803,82,4,0.136363636,3,80,2,0.037,5,Apego e interface
GRO,GROER3126,4804,73,1.5,0.272727273,6,10,2,0.075,4,Apego y enlace
GRO,GROER3130,4805,41,1.2,0.272727273,1,100,1,0.062,7,"Apego, enlace e interface"
GRO,GROER3134,4806,40,4,0.227272727,2,20,2,0.037,2,Enlace
GRO,GROER3139,4807,81,2.5,0.181818182,1.5,0.5,2,0.05,6,Enlace e interface
GRO,GROER314,4808,71,3,0.136363636,2,70,2,0.037,5,Apego e interface
GRO,GROER3148,4809,42,2,0.363636364,4,70,1,0.037,7,"Apego, enlace e interface"
GRO,GROER315,4810,73,3,0.136363636,2,80,2,0.037,4,Apego y enlace
GRO,GROER3151,4811,51,1,0.181818182,1.3,100,1,0.05,6,Enlace e interface
GRO,GROER3152,4812,67,1.8,0.318181818,5,100,1,0.037,7,"Apego, enlace e interface"
GRO,GROER3154,4813,57,0.5,0.227272727,0.9,100,1,0.037,6,Enlace e interface
GRO,GROER3155,4814,79,1,0.136363636,1.5,0.3,2,0.05,2,Enlace
GRO,GROER3157,4815,58,4,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER316,4816,64,4,0.136363636,5,70,2,0.037,5,Apego e interface
GRO,GROER3160,4817,50,4,0.136363636,3.2,50,2,0.037,6,Enlace e interface
GRO,GROER3162,4818,54,2.3,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER3169,4819,98,5,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER3171,4820,67,3,0.363636364,3,100,1,0.05,2,Enlace
GRO,GROER3173,4821,25,1.6,0.318181818,3,100,1,0.05,2,Enlace
GRO,GROER3174,4822,71,1.4,0.272727273,2.5,100,1,0.05,2,Enlace
GRO,GROER3181,4823,55,1,0.318181818,4,100,1,0.037,7,"Apego, enlace e interface"
GRO,GROER3182,4824,92,1.5,0.363636364,4,70,2,0.037,7,"Apego, enlace e interface"
GRO,GROER3183,4825,74,3.5,0.363636364,4,50,2,0.037,7,"Apego, enlace e interface"
GRO,GROER3184,4826,66,3,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER3186,4827,47,2,0.272727273,3,100,1,0.05,2,Enlace
GRO,GROER3189,4828,63,2,0.363636364,4,50,2,0.037,7,"Apego, enlace e interface"
GRO,GROER3190,4829,35,2,0.363636364,5,40,1,0.037,7,"Apego, enlace e interface"
GRO,GROER3191,4830,79,2.5,0.045454545,1.5,100,1,0.012,3,Interface
GRO,GROER3192,4831,76,1,0.136363636,1.5,100,1,0.025,2,Enlace
GRO,GROER3193,4832,63,1,0.136363636,1.5,100,1,0.025,2,Enlace
GRO,GROER3194,4833,76,2,0.136363636,1.4,100,1,0.037,2,Enlace
GRO,GROER3195,4834,56,0.5,0.136363636,0.9,100,1,0.037,6,Enlace e interface
GRO,GROER3202,4835,53,2,0.181818182,1.5,20,2,0.025,2,Enlace
GRO,GROER3204,4836,49,1.8,0.363636364,3.5,100,1,0.037,7,"Apego, enlace e interface"
