CLAVE EDO,Clave del Actor,No ID ATRI,Edad,Superficie,InAI,Rendimiento,Autoconsumo,Clientes,nRadiality,Capitales Num,Capitales
CAM,CAMER009,1,43,5,0.25,4,10,1,0.388,4,Apego y enlace
CAM,CAMER010,2,43,5,0.25,4,10,1,0.388,4,Apego y enlace
CAM,CAMER014,3,51,2,0.166666667,4,10,1,0.388,4,Apego y enlace
CAM,CAMER033,4,46,5,0.083333333,3.5,10,1,0.194,2,Enlace
CAM,CAMER043,5,56,5,0.25,4,10,0,0.581,4,Apego y enlace
CAM,CAMER044,6,59,3,0.166666667,3.5,10,1,0.388,6,Enlace e interface
CAM,CAMER046,7,66,5,0.166666667,3,15,1,0.581,6,Enlace e interface
CAM,CAMER050,8,56,3,0.166666667,3.5,18,1,0.581,6,Enlace e interface
CAM,CAMER051,9,69,1,0.166666667,3,100,1,0.581,6,Enlace e interface
CAM,CAMER052,10,63,4,0.166666667,3.5,15,1,0.581,6,Enlace e interface
CAM,CAMER053,11,68,3,0.166666667,3,0,1,0.581,6,Enlace e interface
CAM,CAMER054,12,72,2,0.166666667,3,10,1,0.581,6,Enlace e interface
CAM,CAMER056,13,84,1,0.166666667,2.7,100,0,0.581,6,Enlace e interface
CAM,CAMER057,14,54,1,0.166666667,3,100,0,0.581,6,Enlace e interface
CAM,CAMER058,15,62,5,0.166666667,3.5,10,1,0.581,6,Enlace e interface
CAM,CAMER059,16,52,3,0.166666667,3,0,1,0.581,6,Enlace e interface
CAM,CAMER061,17,63,1,0.333333333,4.5,0,1,0.581,7,"Apego, enlace e interface"
CAM,CAMER063,18,51,3,0.166666667,3,0,1,0.581,6,Enlace e interface
CAM,CAMER066,19,52,5,0.333333333,3,100,0,0.775,7,"Apego, enlace e interface"
CAM,CAMER068,20,63,1,0.166666667,3.5,100,0,0.581,6,Enlace e interface
CAM,CAMER071,21,54,1.5,0.166666667,2.5,100,0,0.581,6,Enlace e interface
CAM,CAMER073,22,59,2,0.25,4,15,1,0.581,6,Enlace e interface
CAM,CAMER074,23,59,3,0.166666667,3.5,20,1,0.388,6,Enlace e interface
CAM,CAMER076,24,65,2,0.166666667,3.5,0,1,0.388,6,Enlace e interface
CAM,CAMER077,25,56,2,0.166666667,4,10,1,0.581,6,Enlace e interface
CAM,CAMER079,26,78,2.5,0.166666667,3.5,0,1,0.388,6,Enlace e interface
CAM,CAMER080,27,66,2,0.25,1,100,0,0.388,6,Enlace e interface
CAM,CAMER081,28,66,4,0.333333333,1,100,0,0.581,6,Enlace e interface
CAM,CAMER082,29,77,1,0.166666667,0.6,100,0,0.388,6,Enlace e interface
CAM,CAMER083,30,67,0.25,0.333333333,0.4,100,0,0.581,6,Enlace e interface
CAM,CAMER084,31,48,1,0.166666667,3,100,1,0.388,6,Enlace e interface
CAM,CAMER085,32,52,2,0.166666667,3,20,1,0.388,6,Enlace e interface
CAM,CAMER086,33,63,1,0.166666667,1.5,100,0,0.388,6,Enlace e interface
CAM,CAMER087,34,62,1.5,0.166666667,3.5,100,1,0.388,6,Enlace e interface
CAM,CAMER088,35,49,1,0.333333333,0.5,100,0,0.581,6,Enlace e interface
CAM,CAMER089,36,59,1,0.166666667,0.9,100,0,0.388,6,Enlace e interface
CAM,CAMER091,37,63,2,0.333333333,1,100,0,0.581,6,Enlace e interface
CAM,CAMER092,38,64,4,0.333333333,2.5,15,1,0.581,6,Enlace e interface
CAM,CAMER093,39,57,1,0.25,0.8,100,0,0.388,6,Enlace e interface
CAM,CAMER094,40,39,2,0.25,0.7,100,0,0.388,6,Enlace e interface
CAM,CAMER095,41,72,5,0.166666667,3.5,15,1,0.581,6,Enlace e interface
CAM,CAMER097,42,60,2,0.25,0.6,100,0,0.388,6,Enlace e interface
CAM,CAMER098,43,50,2,0.25,0.8,100,0,0.388,6,Enlace e interface
CAM,CAMER099,44,57,1,0.25,0.7,100,0,0.388,6,Enlace e interface
CAM,CAMER100,45,57,1,0.25,0.7,100,0,0.388,6,Enlace e interface
CAM,CAMER101,46,64,1,0.25,1.5,100,0,0.388,6,Enlace e interface
CAM,CAMER102,47,62,1,0.25,0.7,100,0,0.388,6,Enlace e interface
CAM,CAMER103,48,65,1,0.25,0.6,100,0,0.388,6,Enlace e interface
CAM,CAMER104,49,62,1,0.25,0.6,100,0,0.581,7,"Apego, enlace e interface"
CAM,CAMER106,50,75,1,0.166666667,2,100,0,0.581,6,Enlace e interface
CAM,CAMER108,51,81,1,0.166666667,3,100,0,0.581,6,Enlace e interface
CAM,CAMER109,52,78,1,0.166666667,3,100,0,0.581,6,Enlace e interface
CAM,CAMER110,53,68,1,0.166666667,3,100,0,0.581,6,Enlace e interface
CAM,CAMER111,54,80,1.5,0.166666667,1.8,100,0,0.581,6,Enlace e interface
CAM,CAMER112,55,58,1,0.166666667,2,100,0,0.581,6,Enlace e interface
CAM,CAMER113,56,79,2,0.166666667,1.5,100,1,0.581,6,Enlace e interface
CAM,CAMER114,57,66,1,0.166666667,4.5,100,0,0.581,6,Enlace e interface
CAM,CAMER115,58,85,2,0.166666667,3,85,1,0.581,6,Enlace e interface
CAM,CAMER116,59,67,2,0.166666667,1.5,100,0,0.581,6,Enlace e interface
CAM,CAMER118,60,77,2,0.083333333,3.5,80,1,0.194,3,Interface
CAM,CAMER119,61,72,1.5,0.166666667,3.5,80,1,0.581,6,Enlace e interface
CAM,CAMER122,62,61,1,0.25,4.5,0,1,0.581,6,Enlace e interface
CAM,CAMER125,63,53,1.5,0.25,3.5,0,1,0.581,6,Enlace e interface
CAM,CAMER126,64,57,0.5,0.25,3,100,0,0.581,6,Enlace e interface
CAM,CAMER129,65,68,2,0.25,4,0,1,0.581,6,Enlace e interface
CAM,CAMER132,66,56,4,0.25,4,0.9,1,0.581,6,Enlace e interface
CAM,CAMER134,67,65,1,0.166666667,0.8,100,0,0.388,6,Enlace e interface
CAM,CAMER135,68,79,1,0.166666667,0.8,100,0,0.388,6,Enlace e interface
CAM,CAMER136,69,65,1,0.166666667,0.9,100,0,0.388,6,Enlace e interface
CAM,CAMER137,70,56,2,0.166666667,3,100,1,0.388,6,Enlace e interface
CAM,CAMER138,71,47,2.5,0.166666667,3.5,0,1,0.388,6,Enlace e interface
CAM,CAMER139,72,59,1,0.166666667,0.8,100,0,0.388,6,Enlace e interface
CAM,CAMER140,73,61,2,0.166666667,1.2,100,0,0.388,6,Enlace e interface
CAM,CAMER141,74,93,1,0.166666667,0.8,100,0,0.388,6,Enlace e interface
CAM,CAMER142,75,68,1,0.166666667,0.9,100,0,0.388,6,Enlace e interface
CAM,CAMER145,76,64,3,0.25,4.5,10,1,0.581,6,Enlace e interface
CAM,CAMER146,77,56,2,0.25,5,20,1,0.581,6,Enlace e interface
CAM,CAMER150,78,64,3.5,0.083333333,3.1,5,1,0.194,1,Apego
CAM,CAMER151,79,51,3,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER152,80,82,3,0.333333333,4,10,1,0.581,6,Enlace e interface
CAM,CAMER153,81,72,3,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER154,82,64,1.5,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER155,83,75,1,0.166666667,4,10,1,0.388,6,Enlace e interface
CAM,CAMER156,84,73,1,0.083333333,4,10,1,0.194,2,Enlace
CAM,CAMER157,85,68,2.5,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER158,86,56,2,0.25,4,20,1,0.581,6,Enlace e interface
CAM,CAMER159,87,60,1.5,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER160,88,49,2,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER161,89,77,2,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER162,90,71,2,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER164,91,53,2,0.25,4,100,0,0.581,6,Enlace e interface
CAM,CAMER165,92,48,4,0.25,4,0.5,1,0.581,6,Enlace e interface
CAM,CAMER166,93,58,3,0.25,5,10,1,0.581,7,"Apego, enlace e interface"
CAM,CAMER167,94,79,3,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER169,95,48,1.84,0.333333333,4,20,1,0.581,7,"Apego, enlace e interface"
CAM,CAMER170,96,56,2,0.416666667,4,10,1,0.969,6,Enlace e interface
CAM,CAMER171,97,50,0.92,0.416666667,4,10,1,0.775,7,"Apego, enlace e interface"
CAM,CAMER172,98,43,0.94,0.333333333,4,100,0,0.775,6,Enlace e interface
CAM,CAMER173,99,39,0.94,0.333333333,4,10,1,0.775,6,Enlace e interface
CAM,CAMER174,100,71,2,0.416666667,4,10,1,0.775,7,"Apego, enlace e interface"
CAM,CAMER175,101,57,1,0.5,4,10,1,0.581,6,Enlace e interface
CAM,CAMER176,102,65,1.8,0.333333333,4,10,1,0.581,6,Enlace e interface
CAM,CAMER177,103,42,1,0.416666667,4,20,1,0.581,6,Enlace e interface
CAM,CAMER178,104,35,1.02,0.333333333,4.5,10,1,0.581,6,Enlace e interface
CAM,CAMER179,105,39,1.4,0.333333333,4,20,1,0.581,6,Enlace e interface
CAM,CAMER180,106,54,1,0.25,5,20,1,0.581,6,Enlace e interface
CAM,CAMER181,107,59,1,0.416666667,4,20,1,0.581,6,Enlace e interface
CAM,CAMER182,108,49,2,0.416666667,4,10,1,0.581,6,Enlace e interface
CAM,CAMER183,109,31,1,0.166666667,4,20,1,0.388,4,Apego y enlace
CAM,CAMER184,110,51,1,0.333333333,4,20,1,0.581,6,Enlace e interface
CAM,CAMER185,111,42,1,0.333333333,4,10,1,0.581,6,Enlace e interface
CAM,CAMER186,112,56,1,0.416666667,4,20,1,0.581,6,Enlace e interface
CAM,CAMER190,113,69,4,0,2.5,25,1,0,0,Ausente
CAM,CAMER192,114,52,4,0,1.6,12,1,0,0,Ausente
CAM,CAMER193,115,63,3,0.083333333,3,10,1,0.194,3,Interface
CAM,CAMER195,116,68,5,0.083333333,3,7,1,0.194,3,Interface
CAM,CAMER197,117,48,1,0.083333333,2,40,1,0.194,3,Interface
CAM,CAMER199,118,65,4,0.083333333,0.95,21,1,0.194,2,Enlace
CAM,CAMER200,119,51,2,0.166666667,2,2,1,0.388,5,Apego e interface
CAM,CAMER201,120,54,2,0,1.4,10,1,0,0,Ausente
CAM,CAMER202,121,51,2,0.083333333,5,0,1,0.194,1,Apego
CAM,CAMER205,122,54,3.5,0.083333333,2.9,3,1,0.194,2,Enlace
CAM,CAMER206,123,73,0.96,0.083333333,3.5,2,1,0.194,2,Enlace
CAM,CAMER207,124,50,4,0.166666667,0.9,24,1,0.388,6,Enlace e interface
CAM,CAMER208,125,63,1.13,0.083333333,1.9,25,1,0.194,1,Apego
CAM,CAMER213,126,54,1.6,0.083333333,2.4,0,1,0.194,2,Enlace
CAM,CAMER214,127,65,1,0.166666667,1.5,100,0,0.388,3,Interface
CAM,CAMER215,128,59,4,0.083333333,2.6,4,1,0.194,3,Interface
CAM,CAMER217,129,59,2,0.166666667,3.3,9,1,0.581,6,Enlace e interface
CAM,CAMER218,130,58,5,0.166666667,3.6,4,1,0.388,3,Interface
CAM,CAMER219,131,72,2,0.166666667,4,0,0,0.388,6,Enlace e interface
CAM,CAMER220,132,73,1,0.083333333,4.8,38,1,0.194,3,Interface
CAM,CAMER221,133,74,5,0.25,4,5,1,0.581,6,Enlace e interface
CAM,CAMER227,134,65,2,0.083333333,3,8,1,0.194,2,Enlace
CAM,CAMER228,135,84,1.4,0.083333333,1.4,25,1,0.194,3,Interface
CAM,CAMER229,136,74,1,0.166666667,4,10,1,0.388,2,Enlace
CAM,CAMER232,137,70,1,0.166666667,4,10,1,0.388,6,Enlace e interface
CAM,CAMER233,138,51,0.53,0.166666667,4,0,1,0.388,6,Enlace e interface
CAM,CAMER234,139,48,1,0.166666667,5,10,1,0.388,2,Enlace
CAM,CAMER236,140,62,1,0.166666667,4,100,0,0.388,6,Enlace e interface
CAM,CAMER237,141,78,1,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER238,142,52,1,0.166666667,5,10,1,0.388,2,Enlace
CAM,CAMER239,143,74,1,0.333333333,5,10,1,0.775,6,Enlace e interface
CAM,CAMER240,144,55,1,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER241,145,46,0.86,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER242,146,52,0.89,0.166666667,4,10,1,0.388,2,Enlace
CAM,CAMER243,147,44,1,0.25,4,10,1,0.581,6,Enlace e interface
CAM,CAMER244,148,20,1.37,0.166666667,5,10,1,0.388,2,Enlace
CAM,CAMER245,149,65,1,0.083333333,4,100,0,0.194,3,Interface
CAM,CAMER246,150,54,3.96,0.166666667,4,10,1,0.388,2,Enlace
CAM,CAMER248,151,74,2.5,0.166666667,4,10,1,0.388,2,Enlace
CAM,CAMER250,152,72,5,0.333333333,4,10,1,0.581,1,Apego
CAM,CAMER257,153,52,0.96,0.083333333,3,5,1,0.194,2,Enlace
CAM,CAMER258,154,67,3,0.083333333,5,0,1,0.194,2,Enlace
CAM,CAMER260,155,74,0.75,0.083333333,3,5,1,0.194,2,Enlace
CAM,CAMER262,156,78,3,0.083333333,4,0,1,0.194,2,Enlace
CAM,CAMER266,157,60,5,0.083333333,4,10,1,0.194,1,Apego
CAM,CAMER268,158,52,5,0.083333333,4,10,1,0.194,1,Apego
CAM,CAMER269,159,46,5,0.166666667,3.5,10,1,0.194,1,Apego
CAM,CAMER274,160,64,5,0.166666667,4,10,1,0.194,1,Apego
CAM,CAMER275,161,69,5,0.166666667,4,10,1,0.194,1,Apego
CAM,CAMER277,162,63,5,0.166666667,4,10,1,0.388,4,Apego y enlace
CAM,CAMER278,163,77,5,0.083333333,3.5,10,1,0.194,2,Enlace
CAM,CAMER279,164,50,3.5,0.083333333,5,10,1,0.194,2,Enlace
CAM,CAMER281,165,63,3,0.083333333,3.5,10,1,0.194,2,Enlace
CAM,CAMER291,166,48,5,0.083333333,4,10,1,0.194,1,Apego
CAM,CAMER292,167,34,1,0.25,4,40,1,0.388,6,Enlace e interface
CAM,CAMER293,168,55,2.5,0.25,4,30,2,0.581,6,Enlace e interface
CAM,CAMER294,169,64,2,0.166666667,3.5,30,1,0.388,3,Interface
CAM,CAMER295,170,69,1.5,0.166666667,4.5,20,1,0.388,3,Interface
CAM,CAMER297,171,55,0.47,0.166666667,4,100,0,0.388,3,Interface
CAM,CAMER298,172,78,2.5,0.166666667,4,20,1,0.388,3,Interface
CAM,CAMER299,173,63,1,0.25,3,100,0,0.388,3,Interface
CAM,CAMER300,174,78,1.6,0.25,3.5,30,1,0.388,3,Interface
CAM,CAMER301,175,78,1,0.25,4,70,1,0.388,3,Interface
CAM,CAMER302,176,53,2,0.25,4.5,30,1,0.388,3,Interface
CAM,CAMER303,177,80,2,0.166666667,3,30,1,0.194,3,Interface
CAM,CAMER304,178,31,1.5,0.166666667,4,30,1,0.388,3,Interface
CAM,CAMER305,179,61,1,0.166666667,4,100,0,0.388,3,Interface
CAM,CAMER306,180,52,1.1,0.166666667,4,100,0,0.388,3,Interface
CAM,CAMER307,181,90,4,0.25,4,30,1,0.388,3,Interface
CAM,CAMER308,182,58,0.8,0.25,3,100,0,0.388,3,Interface
CAM,CAMER309,183,93,1,0.25,3,100,0,0.388,3,Interface
CAM,CAMER310,184,48,4,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER311,185,43,4,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER312,186,67,4,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER313,187,43,4,0.166666667,5,10,2,0.388,6,Enlace e interface
CAM,CAMER314,188,60,2,0.166666667,5,20,1,0.388,6,Enlace e interface
CAM,CAMER315,189,45,4,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER316,190,70,3,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER317,191,52,3,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER318,192,48,4,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER319,193,47,4,0.166666667,5,20,1,0.388,6,Enlace e interface
CAM,CAMER320,194,85,4,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER321,195,50,4,0.083333333,5,10,1,0.194,3,Interface
CAM,CAMER322,196,54,4,0.166666667,5,10,1,0.388,6,Enlace e interface
CAM,CAMER323,197,92,2.5,0.166666667,4,10,1,0.388,6,Enlace e interface
CAM,CAMER324,198,50,1,0.166666667,4,30,1,0.388,6,Enlace e interface
CAM,CAMER325,199,76,2.5,0.166666667,4,20,1,0.388,6,Enlace e interface
CAM,CAMER326,200,68,2.5,0.166666667,4,20,1,0.388,6,Enlace e interface
CAM,CAMER327,201,36,2.19,0.083333333,4,10,1,0.194,2,Enlace
CAM,CAMER328,202,43,1,0.083333333,4,10,1,0.194,2,Enlace
CAM,CAMER329,203,64,1,0.25,0.7,100,0,0.388,6,Enlace e interface
CAM,CAMER332,204,78,1,0.166666667,3,0,1,0.388,6,Enlace e interface
CAM,CAMER333,205,44,1,0.083333333,2,50,1,0.194,3,Interface
CAM,CAMER335,206,71,3,0.083333333,4,0,1,0.194,2,Enlace
CAM,CAMER336,207,67,1,0,0.7,100,0,0,0,Ausente
CAM,CAMER338,208,65,1,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER339,209,55,2,0.083333333,3.5,100,1,0.194,3,Interface
CAM,CAMER340,210,67,3,0,4,0,1,0,0,Ausente
CAM,CAMER341,211,79,1,0.083333333,1,100,0,0.194,3,Interface
CAM,CAMER342,212,66,2,0.083333333,3,100,0,0.194,3,Interface
CAM,CAMER343,213,61,3,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER345,214,42,5,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER346,215,68,2,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER347,216,51,1,0.083333333,1,100,0,0.194,3,Interface
CAM,CAMER348,217,81,3,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER349,218,66,1,0,3,0,1,0,0,Ausente
CAM,CAMER350,219,70,4,0,5,5,1,0,0,Ausente
CAM,CAMER351,220,57,2,0.083333333,3.5,0,1,0.194,3,Interface
CAM,CAMER352,221,67,5,0,4,0,0,0,0,Ausente
CAM,CAMER353,222,88,5,0.083333333,5,5,1,0.194,2,Enlace
CAM,CAMER354,223,62,3,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER355,224,50,3,0.083333333,3.5,0,1,0.194,1,Apego
CAM,CAMER356,225,65,1.5,0.083333333,6.8,100,0,0.194,3,Interface
CAM,CAMER357,226,52,1,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER359,227,68,2,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER360,228,68,3,0.083333333,0.9,100,0,0.194,3,Interface
CAM,CAMER361,229,75,3,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER362,230,61,1.5,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER363,231,65,5,0.083333333,5,5,1,0.194,3,Interface
CAM,CAMER364,232,68,4,0.083333333,4,5,0,0.194,2,Enlace
CAM,CAMER365,233,66,5,0.083333333,5,5,1,0.194,2,Enlace
CAM,CAMER366,234,85,5,0,4,5,1,0,0,Ausente
CAM,CAMER367,235,59,5,0,4,5,0,0,0,Ausente
CAM,CAMER368,236,85,5,0,4,5,0,0,0,Ausente
CAM,CAMER369,237,56,5,0.083333333,4,5,0,0.194,3,Interface
CAM,CAMER370,238,56,5,0.083333333,5,5,1,0.194,2,Enlace
CAM,CAMER371,239,63,1,0.083333333,0.7,100,0,0.194,3,Interface
CAM,CAMER372,240,43,2,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER373,241,61,2,0.083333333,1,100,0,0.194,3,Interface
CAM,CAMER375,242,67,3,0,3,0,1,0,0,Ausente
CAM,CAMER376,243,58,2,0.083333333,1,100,0,0.194,3,Interface
CAM,CAMER377,244,52,1.5,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER378,245,63,2,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER379,246,62,2,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER380,247,61,3,0,0.9,100,1,0,0,Ausente
CAM,CAMER381,248,45,2,0.083333333,3.5,0,0,0.194,3,Interface
CAM,CAMER382,249,47,2,0.083333333,1,100,0,0.194,3,Interface
CAM,CAMER383,250,75,4,0.083333333,3.5,0,1,0.194,3,Interface
CAM,CAMER384,251,80,1,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER385,252,80,2,0.083333333,2.6,0,1,0.194,3,Interface
CAM,CAMER386,253,62,3,0.083333333,4,0,1,0.194,3,Interface
CAM,CAMER387,254,48,2,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER388,255,51,3,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER389,256,68,3,0.083333333,4,0,1,0.194,3,Interface
CAM,CAMER390,257,83,4,0.083333333,4,0,1,0.194,3,Interface
CAM,CAMER391,258,83,5,0.083333333,4,0,1,0.194,3,Interface
CAM,CAMER392,259,52,2,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER393,260,65,3,0.083333333,3.5,0,1,0.194,3,Interface
CAM,CAMER394,261,65,2,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER395,262,60,1,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER396,263,77,1,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER397,264,61,1,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER398,265,65,5,0.083333333,3.5,0,1,0.194,3,Interface
CAM,CAMER399,266,62,5,0.083333333,4,0,1,0.194,3,Interface
CAM,CAMER400,267,41,1.5,0.083333333,0.8,100,0,0.194,3,Interface
CAM,CAMER401,268,61,3,0.083333333,3.5,0,1,0.194,3,Interface
CAM,CAMER402,269,76,3,0.083333333,3,0,1,0.194,3,Interface
CAM,CAMER403,270,77,3,0.083333333,0.9,100,0,0.194,3,Interface
CAM,CAMER404,271,61,1,0.083333333,0.7,100,0,0.194,3,Interface
CAM,CAMER405,272,62,2,0.083333333,2,100,0,0.194,3,Interface
CAM,CAMER406,273,63,5,0.083333333,5,5,1,0.194,3,Interface
CAM,CAMER407,274,72,1,0.083333333,5,5,1,0.194,2,Enlace
CAM,CAMER408,275,80,5,0.083333333,5,5,1,0.194,2,Enlace
CAM,CAMER409,276,84,5,0.083333333,4,5,1,0.194,2,Enlace
CAM,CAMER410,277,88,5,0,5,5,1,0,0,Ausente
CAM,CAMER411,278,96,5,0.083333333,4,5,1,0.194,2,Enlace
CAM,CAMER412,279,67,1.5,0.083333333,2.5,10,0,0.194,1,Apego
CAM,CAMER413,280,29,4,0.083333333,4,5,1,0.194,2,Enlace
CAM,CAMER414,281,66,2,0.083333333,5,5,1,0.194,2,Enlace
CAM,CAMER415,282,61,5,0,4.5,5,1,0,0,Ausente
CAM,CAMER416,283,59,2,0.083333333,5,5,1,0.194,2,Enlace
CAM,CAMER417,284,53,2,0.083333333,4,10,1,0.194,3,Interface
CAM,CAMER418,285,74,2,0.083333333,4,5,1,0.194,3,Interface
CAM,CAMER419,286,68,2,0.083333333,4,10,1,0.194,3,Interface
CAM,CAMER420,287,65,3,0.083333333,5,2,1,0.194,2,Enlace
CAM,CAMER421,288,72,3,0.083333333,5,5,1,0.194,1,Apego
CAM,CAMER422,289,68,5,0.083333333,4,0,1,0.194,3,Interface
CAM,CAMER423,290,57,2,0.083333333,4,0,1,0.194,1,Apego
CAM,CAMER424,291,73,1,0,3,30,1,0,0,Ausente
CAM,CAMER425,292,38,1,0.083333333,3,25,1,0.194,2,Enlace
CAM,CAMER426,293,64,0.42,0.083333333,3.5,30,1,0.194,2,Enlace
CAM,CAMER427,294,43,1,0.083333333,3,25,1,0.194,2,Enlace
CAM,CAMER428,295,40,1,0,3.5,20,1,0,0,Ausente
CAM,CAMER429,296,42,1,0.083333333,2.5,20,1,0.194,2,Enlace
CAM,CAMER430,297,63,1,0.083333333,3,30,1,0.194,2,Enlace
CAM,CAMER431,298,45,1.02,0.083333333,3,15,1,0.194,2,Enlace
CAM,CAMER432,299,46,1,0,3.5,15,1,0,0,Ausente
CAM,CAMER433,300,71,1,0.083333333,3.5,15,1,0.194,2,Enlace
CAM,CAMER434,301,72,5,0.083333333,4,0,1,0.194,1,Apego
CAM,CAMER435,302,66,3,0.083333333,4,0,1,0.194,2,Enlace
CAM,CAMER436,303,90,4,0.083333333,3,5,1,0.194,3,Interface
CAM,CAMER437,304,64,4,0.083333333,5,0,0,0.194,1,Apego
CAM,CAMER438,305,64,5,0.083333333,2.5,10,1,0.194,3,Interface
CAM,CAMER439,306,66,2,0.083333333,4.5,5,1,0.194,2,Enlace
CAM,CAMER440,307,55,3,0.083333333,5,0,1,0.194,2,Enlace
CAM,CAMER441,308,55,5,0.083333333,5,0,1,0.194,1,Apego
CAM,CAMER442,309,47,2,0,4,0,0,0,0,Ausente
CAM,CAMER443,310,80,2,0,4,5,1,0,0,Ausente
CAM,CAMER444,311,61,2,0.083333333,2.5,10,1,0.194,3,Interface
CAM,CAMER445,312,64,2,0.083333333,2,0,1,0.194,3,Interface
CAM,CAMER446,313,56,2,0.083333333,3.5,10,0,0.194,3,Interface
CAM,CAMER447,314,53,3,0.083333333,3,0,0,0.194,3,Interface
CAM,CAMER448,315,60,4,0.083333333,3,5,0,0.194,3,Interface
CAM,CAMER449,316,56,2.5,0,3.5,5,1,0,0,Ausente
CAM,CAMER450,317,54,4,0.083333333,4,5,1,0.194,2,Enlace
CAM,CAMER451,318,75,3,0.083333333,3.5,5,1,0.194,1,Apego
CAM,CAMER452,319,55,5,0,4,10,1,0,0,Ausente
CAM,CAMER453,320,66,3,0.083333333,3,5,0,0.194,1,Apego
CAM,CAMER454,321,71,4,0.083333333,3.5,5,1,0.194,1,Apego
CAM,CAMER455,322,62,4,0.083333333,3,5,1,0.194,1,Apego
CAM,CAMER456,323,95,2,0,3,5,1,0,0,Ausente
CAM,CAMER457,324,35,4,0.083333333,4,5,1,0.194,3,Interface
CAM,CAMER458,325,66,4,0.083333333,3,5,1,0.194,1,Apego
CAM,CAMER459,326,55,2,0.083333333,3.5,5,1,0.194,1,Apego
CAM,CAMER460,327,53,2,0.166666667,4.5,5,1,0.388,5,Apego e interface
CAM,CAMER461,328,72,3,0,2.5,5,1,0,0,Ausente
CAM,CAMER462,329,78,3,0,4,5,1,0,0,Ausente
CAM,CAMER463,330,59,3,0,4,5,1,0,0,Ausente
CAM,CAMER464,331,55,2,0,4,10,1,0,0,Ausente
CAM,CAMER465,332,57,2,0.083333333,3,5,1,0.194,1,Apego
CAM,CAMER466,333,59,3,0.083333333,4.5,5,1,0.194,1,Apego
CAM,CAMER467,334,82,4,0.083333333,5,5,1,0.194,3,Interface
CAM,CAMER468,335,63,2,0.083333333,3,10,1,0.194,3,Interface
CAM,CAMER469,336,45,2,0.083333333,3.5,5,0,0.194,1,Apego
CAM,CAMER470,337,54,2,0,3,5,1,0,0,Ausente
CAM,CAMER471,338,65,3,0.083333333,4,0,1,0.194,2,Enlace
CAM,CAMER472,339,57,3,0.083333333,4.5,5,1,0.194,1,Apego
CAM,CAMER473,340,63,4,0.083333333,4,5,1,0.194,1,Apego
CAM,CAMER474,341,77,4,0.083333333,3,5,1,0.194,3,Interface
CAM,CAMER475,342,50,2,0,4,5,1,0,0,Ausente
CAM,CAMER476,343,53,2,0,4,5,1,0,0,Ausente
CAM,CAMER477,344,43,1,0,3,20,1,0,0,Ausente
CAM,CAMER478,345,41,1,0,3.5,0,1,0,0,Ausente
CAM,CAMER479,346,60,0.96,0.083333333,4,20,1,0.194,2,Enlace
