ID,Clave_actor,Apego,Enlace,Interface,Formas_Capitales,EDO,Agricultura_contrato_18,Análisis_suelo_18,Análisis_foliar_18,Asociación_cultivos_18,Azufre_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Certificación_productos_18,Composta_18,Control_biológico_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desgranadora_18,Desvare_18,Estudio_mercado_18,Feromonas_18,Fertilización_18,Greenseeker_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Maíz_polinización_abierta_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Secadora_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Trampas_colores_18,Tratamiento_semillas_18,Riego_goteo_18
3290,CHPER4396,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3291,CHPER4397,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3292,CHPER4399,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,FAM632,,,,PI234,,,,,,,,,,,,,,,,
3293,CHPER440,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,,PI095,,,,PI096,,,,,,,PSP100,,,,,,,,,
3294,CHPER4400,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3295,CHPER4401,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3296,CHPER4402,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3297,CHPER4403,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3298,CHPER4404,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,PSP182,PSP182,,,,,,,,,,,PSP182,,,,,,,,,
3299,CHPER4405,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3300,CHPER4407,0,1,1,6,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,PI572,CI296,,,,,,,,,,,,
3301,CHPER4408,0,1,1,6,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,IG020,,,
3302,CHPER4409,0,0,3,3,CHP,,,,,,,,,,,,,,,,,,,IG004,,,,,,,IG004,IG004,,,,,,,,,,,,
3303,CHPER441,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,,,
3304,CHPER4410,0,2,1,6,CHP,,,,,,,,,,,,,,,,,,,PI008,,,,,,,IG004,PI156,,,,,,,,,,,,
3305,CHPER4411,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,FAM637,,,,,,,,PI156,,,,,,,,,,,,
3306,CHPER4412,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,CHPER4413,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308,CHPER4414,1,0,2,5,CHP,,,,,,,,,,,,,,,,,,,FAM634,,,,,,,IG004,IG004,,,,,,,,,,,,
3309,CHPER4415,0,1,1,6,CHP,,,,,,,,,,,,,,,,,,,PI019,,,,,,,IG004,,,,,,,,,,,,,
3310,CHPER4416,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,CHPER4417,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PF002,,,,,,,,,,,,,,,,,PF002,,,
3312,CHPER4418,0,1,1,6,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,PI572,CI297,,,,,,,,,,,,
3313,CHPER4419,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,PI156,,,,,,,,,,,,
3314,CHPER442,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3315,CHPER4422,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,PI572,PI156,,,,,,,,,,,,
3316,CHPER4423,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,PI572,,,,,,,,,,,,,,
3317,CHPER4424,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,
3318,CHPER4425,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,,,,,,,,,FAM638,,,PSP182,,,,,,,,,
3319,CHPER4426,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI574,,,,,,,,,,,,,,,,,,,,
3320,CHPER4427,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,PSP183,PSP183,,,,,,,,PSP183,,,,,,,,,,,,
3321,CHPER4429,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP183,,,,,,,,PSP183,,,,,,,,,,,,
3322,CHPER443,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3323,CHPER4430,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI008,,,,,,,,PI019,,,,,,,,,,,,
3324,CHPER4431,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3325,CHPER4432,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM635,,,,,,,,,,,,,,,,,,,,
3326,CHPER4433,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM640,,,,,,,,,,,,,,,,,,,,
3327,CHPER4434,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,FAM641,,,,,,,,,,,PSP182,,,,,,,,,
3328,CHPER4435,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP005,,,,,,,,,,,,,,,,,,,,
3329,CHPER4436,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,CHPER4437,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,PSP183,PSP183,,,,,,,,,,,,,,,,,,,,
3331,CHPER4438,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,FAM642,,,,,,,,,,,PSP182,,,,,,,,,
3332,CHPER4439,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,PSP183,PSP183,,,,,,,,PSP183,,,,,,,,,,,,
3333,CHPER444,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3334,CHPER4440,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,FAM646,,,,,,,,,,,PSP182,,,,,,,,,
3335,CHPER4441,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,CHPER4442,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,CHPER4443,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,FAM643,,,,,,,,PI156,,,,,,,,,,,,
3338,CHPER4444,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,FAM648,,,,,,,,,,,PSP182,,,,,,,,,
3339,CHPER4445,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3340,CHPER4446,1,1,0,4,CHP,,,,,,,,,,,ER1186,,,,,,,PSP183,,,,,,,,,,,,,,,,,,,,,
3341,CHPER4447,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,CHPER4448,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,CHPER4449,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI577,,,,,,,,,,,,
3344,CHPER445,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,,ER2136,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3345,CHPER4450,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,CHPER4451,1,1,0,4,CHP,,,,,,,,,,,ER1186,,,,,,,PSP183,,,,,,,,,,,,,,,,,,,,,
3347,CHPER4452,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3348,CHPER4453,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,CHPER4454,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,FAM650,,,,,,,,,,,PSP182,,,,,,,,,
3350,CHPER4455,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI008,,,,,,,,PI576,,,,,,,,,,,,
3351,CHPER4456,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3352,CHPER4457,1,0,0,1,CHP,,,,,,,,,,,ER1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,CHPER4458,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,ER4013,,,,,,,,,,,PSP182,,,,,,,,,
3354,CHPER4459,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER1186,,,,,,,,,,,,,,,,,,,,
3355,CHPER446,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3356,CHPER4460,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3357,CHPER4461,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3358,CHPER4462,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI485,,,,,,,,,,,,,,,,,,,,
3359,CHPER4463,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,CHPER4464,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI577,,,,,,,,,,,,
3361,CHPER4465,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3362,CHPER4466,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,ER075,,,,,,,,,,,PSP182,,,,,,,,,
3363,CHPER4467,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,CHPER4468,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,CHPER4469,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3366,CHPER447,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3367,CHPER4470,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3368,CHPER4471,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PI318,,,,,,,PSP156,,,,,,,,,
3369,CHPER4472,0,2,0,2,CHP,,,,,,,,,PI001,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3370,CHPER4473,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3371,CHPER4474,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI028,,,,,,,,,,,,,,,,,,,,
3372,CHPER4475,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,CHPER4476,1,2,0,4,CHP,,,,,,,,,,,,,,,,,,PSP182,FAM201,,,,,,,,,,,PSP182,,,,,,,,,
3374,CHPER4477,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI028,,,,,,,,,,,,,,,,,,,,
3375,CHPER4478,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3376,CHPER4479,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3377,CHPER448,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3378,CHPER4480,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,CHPER4481,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,FAM653,,,,PSP189,,,,,,,,,,,,,,,,
3380,CHPER4482,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,CHPER4483,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI028,,,,,,,,,,,,,,,,,,,,
3382,CHPER4484,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,CHPER4485,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,FAM654,,,,PI234,,,,,,,,,,,,,,,,
3384,CHPER4486,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3385,CHPER4487,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,FAM656,,,,PI464,,,,,,,,,,,,,,,,
3386,CHPER4488,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI008,,,,,,,,PI151,,,,,,,,,,,,
3387,CHPER4489,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM644,,,,,,,,,,,,,,,,,,,,
3388,CHPER449,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3389,CHPER4490,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM645,,,,,,,,,,,,,,,,,,,,
3390,CHPER4491,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,CHPER4492,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3392,CHPER4493,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI574,,,,,,,,,,,,
3393,CHPER4494,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,PI574,,,,,,,,,,,,
3394,CHPER4495,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,
3395,CHPER4496,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3396,CHPER4497,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3397,CHPER4498,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3398,CHPER4499,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER1746,,,,,,,,,,,,,,,,,,,,
3399,CHPER450,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP100,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3400,CHPER4501,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3401,CHPER4502,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3402,CHPER4503,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,,,,,,,,,
3403,CHPER4504,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3404,CHPER4505,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,
3405,CHPER4506,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI578,,,,,,,,,,,,
3406,CHPER4507,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3407,CHPER4508,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3408,CHPER4509,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM663,,,,,,,,,,,,,,,,,,,,
3409,CHPER451,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP100,,,,PSP100,,,,,,,,,,,,PSP100,,,,
3410,CHPER4510,0,1,1,6,CHP,,,,,,,,,,,,,,,,,,,CI100,,,,PI234,,,,,,,,,,,,,,,,
3411,CHPER4511,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM647,,,,,,,,,,,,,,,,,,,,
3412,CHPER4512,1,0,0,1,CHP,,,,,,,,,,,FAM664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,CHPER4513,2,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM632,,,,FAM654,,,,,,,,,,,,,,,,
3414,CHPER4514,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,,,,,,,,,
3415,CHPER4515,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,FAM633,,,,PSP191,,,,,,,,,,,,,,,,
3416,CHPER4516,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP192,,,,PSP193,,,,,,,,,,,,,,,,
3417,CHPER4517,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM666,,,,,,,,,,,,,,,,,,,,
3418,CHPER4518,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,
3419,CHPER4519,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM667,,,,,,,,,,,,,,,,,,,,
3420,CHPER452,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP100,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3421,CHPER4520,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM358,,,,,,,,,,,,,,,,,,,,
3422,CHPER4521,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM668,,,,,,,,,,,,,,,,,,,,
3423,CHPER4522,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,
3424,CHPER4523,0,0,2,3,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,IG004,IG004,,,,,,,,,,,,
3425,CHPER4524,1,0,1,5,CHP,,,,,,,,,,,,,,,,,,,FAM669,,,,,,,,IG004,,,,,,,,,,,,
3426,CHPER4525,4,1,0,4,CHP,,,ER4525,,,,,,ER4525,,,,,,,,,,ER4525,,,,,,,,ER4525,,,PSP026,,,,,,,,,
3427,CHPER4526,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,
3428,CHPER4527,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3429,CHPER4528,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER4528,,,,,,,,,,,,,,,,,,,,
3430,CHPER4529,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,CI300,,,,,,,,,,,,
3431,CHPER453,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3754,,,,,,,,,,,,
3432,CHPER4530,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,,,,,,,,,
3433,CHPER4531,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI019,,,,,,,,PI019,,,,,,,,,,,,
3434,CHPER4532,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI572,,,,,,,,,,,,
3435,CHPER4533,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3436,CHPER4534,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI019,,,,,,,,PI574,,,,,,,,,,,,
3437,CHPER4535,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI572,,,,,,,,,,,,
3438,CHPER4536,0,2,0,2,CHP,,,,,,,,,,,PI574,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3439,CHPER4537,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI156,,,,,,,,,,,,
3440,CHPER4538,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PI572,,,,,,,,,,,,
3441,CHPER4539,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PI187,,,,,,,,PSP027,,,,,,,,,,,,
3442,CHPER4540,2,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER4540,,,,,,,,ER4540,,,,,,,,,,,,
3443,CHPER4541,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER4541,,,,,,,,,,,,,,,,,,,,
3444,CHPER4542,2,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER4542,,,,,,,,ER4542,,,,,,,,,,,,
3445,CHPER4543,3,0,1,5,CHP,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,ER4543,,,,,,,,ER4543,ER4543,,,
3446,CHPER4544,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER4544,,,,,,,,,,,,,,,,,,,,
3447,CHPER4545,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,PSP166,,,,,PSP166,,,,,,,,,,,,,,,,
3448,CHPER4546,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,ER4310,,,,,,,,,,,,,,,,,,,,
3449,CHPER4547,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,ER3321,,,,PSP194,,,,,,,,,,,,,,,,
3450,CHPER4548,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,CHPER4549,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,PSP138,,,,,,,,,,,,,,,,
3452,CHPER455,0,3,0,2,CHP,,,,,,,,,,,,,,,,,,,PI098,,,,PSP100,,,,,,,PSP100,,,,,,,,,
3453,CHPER4550,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP188,,,,PSP188,,,,,,,,,,,,,,,,
3454,CHPER4551,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,,,,,,,,,
3455,CHPER4552,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,CHPER4553,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM675,,,,,,,,,,,,,,,,,,,,
3457,CHPER4554,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,
3458,CHPER4555,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,,,,,,,,,
3459,CHPER4556,0,2,0,2,CHP,,,,,,,,,,,,,,,,,,PSP166,,,,,PSP166,,,,,,,,,,,,,,,,
3460,CHPER4557,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,,,,,,,,,
3461,CHPER4558,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,ER274,,,,PSP166,,,,,,,,,,,,,,,,
3462,CHPER4559,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,
3463,CHPER4560,1,1,0,4,CHP,,,,,,,,,,,FAM152,,,,,,,,,,,,,,,,PSP160,,,,,,,,,,,,
3464,CHPER4561,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,,,,,,,,,
3465,CHPER4562,0,1,1,6,CHP,,IG004,,,,,,,,,,,,,,,,,,,,,PSP166,,,,,,,,,,,,,,,,
3466,CHPER4563,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,
3467,CHPER4564,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP138,,,,,,,,,,,,,,,,,,,,
3468,CHPER4565,0,1,1,6,CHP,,,,,,,,,,,,,,,,,,PSP166,IG004,,,,,,,,,,,,,,,,,,,,
3469,CHPER4566,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,
3470,CHPER4567,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,,,,,,,,,
3471,CHPER4569,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,CHPER4571,0,1,1,6,CHP,,,,,,,,,,,,,,,,,,PSP166,IG004,,,,,,,,,,,,,,,,,,,,
3473,CHPER4572,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,CHPER4573,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,
3475,CHPER4574,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,CHPER4575,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,PSP190,,,,,,,,,,,,,,,,,,,,
3477,CHPER4576,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,CHPER4577,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,PSP138,,,,,,,,,,,,,,
3479,CHPER4578,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,CHPER4579,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,,ER4579,,,,PI234,,,,,,,,,,,,,,,,
3481,CHPER4580,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,,,,,,,,,
3482,CHPER4581,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,PSP166,,,,,,,,,,,,,,,,,,,,,
3483,CHPER4582,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,IG004,,,,,,,,,,,,,,,,,,,,
3484,CHPER4583,1,1,0,4,CHP,,,,,,,,,,,,,,,,,,PSP166,FAM676,,,,,,,,,,,,,,,,,,,,
3485,CHPER4584,0,0,1,3,CHP,,,,,,,,,,,,,,,,,,,,,,,CI098,,,,,,,,,,,,,,,,
3486,CHPER4585,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,,,,,ER4570,,,,,,,,,,,,,,,,
3487,CHPER4586,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,CHPER4587,0,1,1,6,CHP,,IG004,,,,,,,,,,,,,,,,PSP166,,,,,,,,,,,,,,,,,,,,,
3489,CHPER4588,0,1,1,6,CHP,,,IG004,,,,,,,,,,,,,,,PSP166,,,,,,,,,,,,,,,,,,,,,
3490,CHPER4589,0,1,0,2,CHP,,,,,,,,,,,,,,,,,,,,,,,,,PSP138,,,,,,,,,,,,,,
3491,CHPER4590,1,0,0,1,CHP,,,,,,,,,,,,,,,,,,,FAM677,,,,,,,,,,,,,,,,,,,,
3492,CHPER4591,0,1,1,6,CHP,,IG004,,,,,,,,,,,,,,,,PSP166,,,,,,,,,,,,,,,,,,,,,
3493,CHPER4592,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,CHPER4593,0,0,0,0,CHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
