ID,Clave_actor,Apego,Enlace,Interface,Formas_Capitales,EDO,Agricultura_contrato_18,Análisis_suelo_18,Análisis_foliar_18,Asociación_cultivos_18,Azufre_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Certificación_productos_18,Composta_18,Control_biológico_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desgranadora_18,Desvare_18,Estudio_mercado_18,Feromonas_18,Fertilización_18,Greenseeker_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Maíz_polinización_abierta_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Secadora_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Trampas_colores_18,Tratamiento_semillas_18,Riego_goteo_18
13290,MEXER2070,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MQ039,MQ039,,,
13291,MEXER2071,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,FAM771,,,,,,,,,,,,,,,,,,,,
13292,MEXER2075,0,2,1,6,MEX,,,,,,,,,,,,,,,,,,,IG064,,,,,,,,,,,,,,,,,PI196,,PI196,
13293,MEXER2077,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP287,,,,,ER2082,,,,
13294,MEXER2082,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,FAM281,,,,,,,,,,,,,,,,PE011,,,,
13295,MEXER2084,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PSP072,,,,,,,,,,,,,,,,,,,,
13296,MEXER2087,2,0,0,1,MEX,,,,,,,,,,,FAM282,,,,,,,,,,,,,,,,,,,,,,,,ER1654,,,,
13297,MEXER2088,1,2,1,7,MEX,,PI045,,,,,,,,,PSP248,,,,,,,,IG064,,,,,,,,,,,,,,,,,,,ER3710,
13298,MEXER2096,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,FAM672,,,,PSP005,,,,,,,,,,,,,,,,
13299,MEXER2098,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MQ040,,,
13300,MEXER2100,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PSP072,,,,,,,,,,,,,,,,,,,,
13301,MEXER2101,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MQ037,,,
13302,MEXER2102,0,3,0,2,MEX,,,,,,,,,,,,,,,,,,,PI486,,,,PE030,,,,,,,PSP248,,,,,,,,,
13303,MEXER2104,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MQ038,,,
13304,MEXER211,1,3,0,4,MEX,,PSP005,,,,,,,,,PSP001,,,,,,,,ER211,,,,,,,,,,,PSP005,,,,,,,,,
13305,MEXER2110,0,2,1,6,MEX,,,,,,,,,,,,,,,,,,,IG064,,,,PE030,,,,,,,,,,,,,MQ155,,,
13306,MEXER2111,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MQ038,,,
13307,MEXER2115,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP072,,,
13308,MEXER2117,0,2,1,6,MEX,,,,,,,,,,,,,,,,,,,IG064,,,,PSP068,,,,,,,PSP248,,,,,,,,,
13309,MEXER212,0,4,0,2,MEX,,,,,,,,,,,PSP001,,,,,,,,,,,,,,PSP002,,PSP199,,,,,,,,,,,PSP002,
13310,MEXER2129,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2161,,,
13311,MEXER2134,0,4,0,2,MEX,,,,,,,,,,,PSP203,,,,,,,,PI486,,,,,,,,,,,PSP248,,,,,PI191,,,,
13312,MEXER2138,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,PSP072,,PSP072,,,,,,,,,,,,,,
13313,MEXER2145,0,2,2,6,MEX,,,,,,,,,,,,,,,,,,,IG064,,,,,,,PSP239,,,,PSP248,,,,,,IG067,,,
13314,MEXER2148,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PSP072,,,,,,,,,,,,,,,,,,,,
13315,MEXER215,0,3,0,2,MEX,,,,,,,,,,,,,,,,,,,PSP002,,,,PSP001,,PSP002,,,,,,,,,,,,,,
13316,MEXER2151,0,1,0,2,MEX,,,,,,,,,,,PSP236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13317,MEXER2152,0,2,1,6,MEX,,,,,,,,,,,MQ156,,,,,,,,IG064,,,,,,PI202,,,,,,,,,,,,,,
13318,MEXER2153,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PSP236,,,,,,,,,,,,,,,,,,,,
13319,MEXER2154,1,2,1,7,MEX,,,,,,,,,,,ER2589,,,,,,,,PSP075,,,,,,,CI136,,,,,,,,,,PSP073,,,
13320,MEXER2156,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2161,,,,,,,,,,,,,,,,,,,,
13321,MEXER2158,1,3,0,4,MEX,,,,,,,,,,,,,,,,,,,ER2817,,,,,,,,PI331,,,,,,,,PSP075,,,PI486,
13322,MEXER2163,1,2,0,4,MEX,,,,,,,,,,,NP005,,,,,,,,MQ153,,,,,,,,,,,PSP248,,,,,,,,,
13323,MEXER2176,0,1,1,6,MEX,,,,,,,,,,,,,,,,,,,,,,,IG003,,,,,,,PSP218,,,,,,,,,
13324,MEXER2177,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13325,MEXER2178,1,1,1,7,MEX,,,,,,,,,,,,,,,,,,,ER2178,,,,IG003,,,,,,,,,,,,,,,PSP005,
13326,MEXER2179,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13327,MEXER2181,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13328,MEXER2184,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13329,MEXER2186,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13330,MEXER2187,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13331,MEXER2190,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13332,MEXER2191,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13333,MEXER2192,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13334,MEXER2193,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13335,MEXER2194,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13336,MEXER2195,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13337,MEXER2197,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,PI499,,,,,PSP248,,,,,,,,,
13338,MEXER2198,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339,MEXER2199,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13340,MEXER2200,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13341,MEXER2201,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13342,MEXER2202,0,0,1,3,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG003,,,
13343,MEXER2203,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13344,MEXER2204,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13345,MEXER2207,0,3,0,2,MEX,,PSP075,,,,,,,,,,,,,,,,,PI441,,,,,,,,,,,PSP248,,,,,,,,,
13346,MEXER2209,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI170,,,,,,,,,,,,,,,,,,,,
13347,MEXER221,0,5,0,2,MEX,,PSP002,,,,,,,,,PSP001,,,,,,,,PSP050,,,,,,PSP002,,PSP002,,,,,,,,,,,,
13348,MEXER2210,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13349,MEXER2212,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13350,MEXER2213,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13351,MEXER2214,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13352,MEXER2217,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13353,MEXER2218,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13354,MEXER2219,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13355,MEXER222,1,3,0,4,MEX,,ER5744,,,,,,,,,,,,,,,,,PSP005,,,,,,,,,,,PSP005,,,,,,,,PI317,
13356,MEXER2221,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13357,MEXER2223,0,2,0,2,MEX,,,,,,,,,,,PSP248,,,,,,,,PI488,,,,,,,,,,,,,,,,,,,,
13358,MEXER2224,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13359,MEXER2226,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI138,,,,,,,,,,,,,,,,,,,,
13360,MEXER2227,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP252,,,,,,,,,
13361,MEXER2228,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13362,MEXER2230,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13363,MEXER2231,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI170,,,,,,,,,,,,,,,,,,,,
13364,MEXER2232,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,PSP252,,,,PSP252,,,,,,,,,
13365,MEXER2233,0,3,0,2,MEX,,PSP075,,,,,,,,,,,,,,,,,PSP075,,,,,,,,,,,,,,,,,,,PI488,
13366,MEXER2234,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13367,MEXER2235,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13368,MEXER2237,0,1,1,6,MEX,,,,,,,,,,,,,,,,,,,,,,,IG003,,,,,,,PSP218,,,,,,,,,
13369,MEXER2240,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13370,MEXER2241,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13371,MEXER2242,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,PSP252,,,,PSP252,,,,,,,,,
13372,MEXER2244,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13373,MEXER2245,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13374,MEXER2246,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13375,MEXER2249,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13376,MEXER225,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PSP002,,,,,,,,,,,,,,,,,,,PSP002,
13377,MEXER2250,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13378,MEXER2251,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13379,MEXER2254,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13380,MEXER2255,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13381,MEXER2257,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13382,MEXER2258,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP253,,,,,,,,,
13383,MEXER2259,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13384,MEXER2260,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13385,MEXER2261,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13386,MEXER2263,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13387,MEXER2264,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13388,MEXER2265,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13389,MEXER2266,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13390,MEXER2270,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,PSP017,,,
13391,MEXER2271,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13392,MEXER2273,0,0,0,0,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13393,MEXER2274,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI138,,,,,,,,,,,,,,,,,,,,
13394,MEXER2275,0,2,1,6,MEX,,,,,,,,,,,PSP248,,,,,,,,IG064,,,,,,,,,,,,,,,,,,,PI486,
13395,MEXER2277,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13396,MEXER2278,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13397,MEXER2279,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13398,MEXER228,1,4,0,4,MEX,,PSP002,,,,,,,,,PSP001,,,,,,,,FAM603,,,,,,PSP002,,PSP002,,,,,,,,,,,,
13399,MEXER2280,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13400,MEXER2281,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13401,MEXER2283,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP218,,,,,,,,,
13402,MEXER2284,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13403,MEXER2285,0,4,0,2,MEX,,,,,,,,,,,,,,,,,,,PSP075,,,,PSP041,,PI488,,,,,,,,,,,,,PI441,
13404,MEXER2286,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI170,,,,,,,,,,,,,,,,,,,,
13405,MEXER2287,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP252,,,,,,,,,
13406,MEXER2290,1,2,0,4,MEX,,,,,,,,,,,,,,,,,,,PI030,,,,,,,,,,,,,,,,,PSP239,,ER2293,
13407,MEXER2299,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI138,,,,,,,,,,,,,,,,,,,,
13408,MEXER2301,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13409,MEXER2302,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13410,MEXER2303,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13411,MEXER2304,0,4,0,2,MEX,,PSP051,,,,,,,,,,,,,,,,,,,,,PI534,,,,,,,PSP287,,,,,,PSP051,,,
13412,MEXER2306,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI170,,,,,,,,,,,,,,,,,,,,
13413,MEXER2308,0,4,0,2,MEX,,PSP051,,,,,,,,,,,,,,,,,,,,,PI025,,,,,,,PSP287,,,,,,PSP051,,,
13414,MEXER231,0,4,0,2,MEX,,PSP001,PSP200,,,,,,,,,,,,,,,,PSP002,,,,,,PSP002,,,,,,,,,,,,,,
13415,MEXER2310,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP287,,,,,,ER2310,,,
13416,MEXER2311,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI138,,,,,,,,,,,,,,,,,,,,
13417,MEXER2312,0,3,0,2,MEX,,PSP051,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP287,,,,,,PSP051,,,
13418,MEXER2314,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP287,,,,,,ERe032,,,
13419,MEXER2316,1,4,0,4,MEX,,PSP051,,,,,,,,,,,,,,,,,PSP051,,,,PI025,,,,,,,PSP287,,,,,,ER2316,,,
13420,MEXER2322,0,4,0,2,MEX,,PSP051,,,,,,,,,,,,,,,,,,,,,PI034,,,,,,,PSP287,,,,,,PSP051,,,
13421,MEXER2324,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13422,MEXER2326,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP287,,,,,,,,,
13423,MEXER2327,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13424,MEXER2328,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13425,MEXER2330,0,3,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,PI034,,,,,,,PSP287,,,,,,PSP051,,,
13426,MEXER2331,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13427,MEXER2333,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13428,MEXER2334,1,2,1,7,MEX,,PSP051,,,,,,,,,,,,,,,,,,,,,IG035,,,,,,,PSP287,,,,,,ER2334,,,
13429,MEXER2335,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2335,,,,,,,,,,,,,,,,,,,,
13430,MEXER2336,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2336,,,,,,,,,,,,,,,,,,,,
13431,MEXER2338,0,3,0,2,MEX,,PSP234,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP287,,,,,,PSP051,,,
13432,MEXER2339,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13433,MEXER2343,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13434,MEXER2344,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13435,MEXER2345,0,2,1,6,MEX,,IE003,,,,,,,,,PSP239,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13436,MEXER2348,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI170,,,,,,,,,,,,,,,,,,,,
13437,MEXER2349,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13438,MEXER2350,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2350,,,,,,,,,,,,,,,,,,,,
13439,MEXER2352,1,1,1,7,MEX,,,,,,,,,,,,,,,,,,,,,,,IG003,,,,,,,,,,,,ERe083,,,PI144,
13440,MEXER2353,0,2,0,2,MEX,,,,,,,,,,,PSP239,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13441,MEXER2354,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,PSP239,,,,,,,,,
13442,MEXER2355,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,PI457,,,,OR011,,,,,,,,,,,,,,,,
13443,MEXER2357,2,1,0,4,MEX,,,,,,,,,,,ER2357,,,,,,,,,,,,ER1371,,,,,,,,,,,,,PI185,,,
13444,MEXER2359,3,2,0,4,MEX,,,,,,,,,,,ER1338,,,,,,,,ER4470,,,,PSP066,,,,,,,,,,,,MQ036,ER1403,,,
13445,MEXER236,0,4,0,2,MEX,,PSP002,,,,,,,,,PSP002,,,,,,,,PSP005,,,,,,,,,,,,,,,,,,,PSP005,
13446,MEXER2361,0,7,0,2,MEX,,,,,,,,,,,,,,,,,,PSP230,PSP064,,,,PSP064,,PSP230,,,,,PSP230,,,,,PSP067,MQ036,,,
13447,MEXER2375,2,1,0,4,MEX,,,,,,,,,,,ER1338,,,,,,,,,,,,ER2363,,,,,,,PSP230,,,,,,,,,
13448,MEXER2377,0,2,1,6,MEX,,,,,,,,,,,,,,,,,,,IG003,,,,,,,,PSP285,,,PSP285,,,,,,,,,
13449,MEXER2378,1,2,0,4,MEX,,,,,,,,,,,,,,,,,,,ER1371,,,,PSP066,,,,,,,PSP230,,,,,,,,,
13450,MEXER2379,1,1,1,7,MEX,,,,,,,,,,,,,,,,,,,ER2363,,,,IG034,,,,,,,PSP230,,,,,,,,,
13451,MEXER2381,2,2,1,7,MEX,,,,,,,,,,,,,,,,,,,PI164,,,,IG003,,,,,,,PSP230,,,,,ER6241,ER2381,,,
13452,MEXER2385,2,2,0,4,MEX,,,,,,,,,,,ER2385,,,,,,,,,,,,PSP074,,,,,,,PSP230,,,,,,ER4506,,,
13453,MEXER2386,2,1,0,4,MEX,,,,,,,,,,,ER5972,,,,,,,,,,,,PSP066,,,,,,,,,,,,ER5972,,,,
13454,MEXER2389,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,MQ042,,,,ER6241,,,,,,,,,,,,,,,,
13455,MEXER239,1,3,0,4,MEX,,,,,,,,,,,PSP001,,,,,,,,FAM602,,,,,,PSP005,,,,,,,,,,,,,PSP005,
13456,MEXER2393,0,5,0,2,MEX,,,,,,,,,,,PSP079,,,,,,,,PI138,,,,,,PSP079,,,,,PSP239,,,,,,,,PSP079,
13457,MEXER2395,0,1,3,6,MEX,,,IG003,,,,,,,,,,,,,,,,,,,,IG016,,PSP227,,,,,,,,,,IG003,,,,
13458,MEXER2396,0,0,4,3,MEX,,,,,,,,,,,CI045,,,,,,,,CI045,,,,,,,,,,,,,,,,FM006,FM006,,,
13459,MEXER2397,1,2,4,7,MEX,,,FM013,,,,,,,,,,,,,,,,MQ130,,,,,,MQ130,,FM013,,,,,,,,FM013,FM013,,ER2397,
13460,MEXER2398,0,4,0,2,MEX,,,,,,,,,,,PI438,,,,,,,,PI438,,,,,,,,,,,,,,,,PI438,PI438,,,
13461,MEXER2399,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2399,,,,,,,,,,,,,,,,,,,,
13462,MEXER2400,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP250,,,,,,,,,
13463,MEXER2404,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,ER2404,,,,,,,,,,,,,,,,,PE002,,,
13464,MEXER2405,1,1,1,7,MEX,,,,,,,,,,,,,,,,,,,PI033,,,,,,,,,,,,,,,,,ER2405,,IG012,
13465,MEXER2406,0,1,1,6,MEX,,,,,,,,,,,,,,,,,,,IG010,,,,,,,,,,,,,,,,,,,PI058,
13466,MEXER2407,0,4,0,2,MEX,,,,,,,,,,,,,,,,,,,PI039,,,,PI037,,,,,,,,,,,,,PI039,,PI037,
13467,MEXER2409,0,0,2,3,MEX,,IE003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG036,,,
13468,MEXER2411,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2411,,,,,,,,,,,,,,,,,,,,
13469,MEXER2414,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2414,,,,,,,,,,,,,,,,,,,,
13470,MEXER2415,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2415,,,,,,,,,,,,,,,,,,,,
13471,MEXER2416,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2416,,,,,,,,,,,,,,,,,,,,
13472,MEXER2417,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13473,MEXER2419,1,0,1,5,MEX,,,,,,,,,,,,,,,,,,,ER2419,,,,,,,,,,,,,,,,,IG036,,,
13474,MEXER2422,1,0,2,5,MEX,,IE003,,,,,,,,,,,,,,,,,,,,,,,OR013,,,,,,,,,,,IG036,,,
13475,MEXER2424,1,0,1,5,MEX,,,,,,,,,,,,,,,,,,,ER2424,,,,,,,,,,,,,,,,,IG036,,,
13476,MEXER2425,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2425,,,,,,,,,,,,,,,,,,,,
13477,MEXER2426,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,ER2426,,,,,,,,,,,PSP246,,,,,,,,,
13478,MEXER2427,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2427,,,,,,,,,,,,,,,,,,,,
13479,MEXER2428,2,1,0,4,MEX,,ERe051,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP246,,,,,,OR014,,,
13480,MEXER2429,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,ER2429,,,,,,,,,,,,,,,,PSP246,,,,
13481,MEXER243,1,3,0,4,MEX,,PSP002,,,,,,,,,PSP001,,,,,,,,PSP002,,,,,,,ER5744,,,,,,,,,,,,,
13482,MEXER2431,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2431,,,,,,,,,,,,,,,,,,,,
13483,MEXER2432,0,1,0,2,MEX,,,,,,,,,,,,,,,,,,,PI023,,,,,,,,,,,,,,,,,,,,
13484,MEXER2435,1,1,0,4,MEX,,,,,,,,,,,,,,,,,,,ER2435,,,,,,,,,,,,,,,,PSP246,,,,
13485,MEXER2436,1,0,0,1,MEX,,,,,,,,,,,,,,,,,,,ER2436,,,,,,,,,,,,,,,,,,,,
13486,MEXER2439,0,2,0,2,MEX,,,,,,,,,,,,,,,,,,,,,,,PSP042,,,,,,,PSP246,,,,,,,,,
13487,MEXER2440,1,2,0,4,MEX,,,,,,,,,,,,,,,,,,,ER2439,,,,PSP043,,,,,,,PSP246,,,,,,,,,
